source,source_label,target,target_label,up,n,n_prompts,spec,obs_over_exp,p,grain,perm
S,S,S,S,10,50,1282,0.7637,0.8473,2.38613e-05,letter,32
B-,B-,P,P,18,44,63,0.7632,0.7729,0.291215,letter,32
S,S,I-,I-,19,49,328,0.7625,0.7486,0.152408,letter,32
X-,X-,B,B,17,49,489,0.7591,0.3551,0.0443842,letter,32
X,X,P,P,13,49,311,0.7588,0.3941,0.00140269,letter,32
S,S,T-,T-,9,49,871,0.7585,0.7598,9.26355e-06,letter,32
C,C,T-,T-,18,47,209,0.7576,0.6741,0.143865,letter,32
Y,Y,O-,O-,22,48,179,0.7566,0.6945,0.665466,letter,32
X+,X+,L,L,22,47,372,0.7553,0.7957,0.770867,letter,32
O-,O-,L,L,20,46,44,0.7553,0.7186,0.461391,letter,32
K,K,F,F,14,49,372,0.7553,0.3958,0.00380165,letter,32
T-,T-,Y,Y,16,48,607,0.7548,0.5243,0.0293049,letter,32
L,L,A+,A+,17,48,312,0.7546,0.8850,0.0594634,letter,32
S-,S-,S-,S-,13,49,287,0.7545,0.6595,0.00140269,letter,32
Q,Q,B+,B+,17,36,47,0.7527,0.1293,0.867939,letter,32
S+,S+,C,C,11,48,450,0.7518,0.4065,0.000222245,letter,32
B-,B-,X-,X-,17,48,183,0.7512,1.0391,0.0594634,letter,32
I,I,L-,L-,18,49,234,0.7512,0.3969,0.0854331,letter,32
I,I,X-,X-,9,48,674,0.7509,1.1769,1.52218e-05,letter,32
L+,L+,X-,X-,16,45,71,0.7508,1.0748,0.0724543,letter,32
S+,S+,X+,X+,7,49,1812,0.7488,0.4568,3.62458e-07,letter,32
P,P,O,O,18,48,187,0.7483,0.8576,0.111403,letter,32
K,K,L,L,18,45,147,0.7481,0.5745,0.232693,letter,32
X,X,N-,N-,22,49,662,0.7474,0.4349,0.568172,letter,32
L,L,T,T,19,48,148,0.7462,0.7984,0.193413,letter,32
L,L,G,G,21,47,69,0.7452,0.7613,0.560065,letter,32
N,N,B-,B-,21,49,259,0.7450,0.7764,0.391603,letter,32
Y,Y,N-,N-,16,48,389,0.7439,0.7156,0.0293049,letter,32
Q,Q,E-,E-,10,49,1541,0.7437,0.6196,3.84591e-05,letter,32
O+,O+,E+,E+,16,49,641,0.7422,0.8195,0.0212941,letter,32
M,M,C,C,12,49,798,0.7406,0.7764,0.000469757,letter,32
G,G,C,C,13,48,171,0.7399,0.8420,0.00208811,letter,32
L,L,S-,S-,21,47,79,0.7396,0.6390,0.560065,letter,32
Q,Q,Q,Q,0,50,2092,0.7385,0.6973,1.77636e-15,letter,32
X,X,B+,B+,14,36,43,0.7385,0.0610,0.242985,letter,32
L+,L+,X,X,17,47,148,0.7383,1.4615,0.0789407,letter,32
C,C,I,I,18,48,270,0.7383,0.5457,0.111403,letter,32
E+,E+,N,N,17,49,1019,0.7376,0.6289,0.0443842,letter,32
A,A,B+,B+,15,41,59,0.7360,0.1585,0.117275,letter,32
L,L,O,O,13,48,189,0.7358,0.7989,0.00208811,letter,32
S-,S-,B-,B-,17,49,191,0.7357,0.7573,0.0443842,letter,32
X-,X-,O,O,18,48,521,0.7356,0.3212,0.111403,letter,32
T+,T+,T-,T-,21,49,855,0.7353,0.4142,0.391603,letter,32
L,L,A-,A-,19,48,224,0.7353,0.9672,0.193413,letter,32
O,O,F+,F+,12,27,17,0.7345,0.0000,0.701108,letter,32
P,P,H,H,18,47,76,0.7343,0.5976,0.143865,letter,32
A+,A+,G-,G-,5,49,732,0.7343,0.6099,7.59716e-09,letter,32
G,G,X-,X-,13,49,389,0.7331,1.5151,0.00140269,letter,32
A,A,L-,L-,7,49,598,0.7329,0.2443,3.62458e-07,letter,32
W,W,E-,E-,19,45,127,0.7309,0.6539,0.371298,letter,32
E+,E+,O+,O+,19,49,467,0.7304,0.6193,0.152408,letter,32
L-,L-,N,N,21,48,429,0.7297,1.2542,0.470879,letter,32
N,N,L-,L-,18,48,273,0.7287,0.3346,0.111403,letter,32
G+,G+,A+,A+,15,42,35,0.7282,0.2476,0.0884295,letter,32
N-,N-,T+,T+,17,49,468,0.7281,0.7743,0.0443842,letter,32
G,G,I-,I-,23,49,162,0.7267,1.0442,0.77545,letter,32
O-,O-,I,I,19,44,61,0.7249,0.5813,0.451381,letter,32
T+,T+,L-,L-,17,49,312,0.7243,0.2098,0.0443842,letter,32
X,X,Y,Y,17,49,1096,0.7229,0.4989,0.0443842,letter,32
B,B,O-,O-,11,47,216,0.7224,0.6247,0.000346001,letter,32
F,F,O+,O+,12,49,476,0.7222,0.6621,0.000469757,letter,32
O,O,W,W,21,48,223,0.7221,0.6034,0.470879,letter,32
K,K,P,P,18,49,161,0.7216,0.4470,0.0854331,letter,32
P,P,Y,Y,18,46,110,0.7211,0.7421,0.183925,letter,32
T-,T-,B,B,15,49,659,0.7211,0.7588,0.00939924,letter,32
L,L,S,S,14,48,173,0.7199,0.6214,0.0055152,letter,32
O+,O+,A-,A-,14,49,1190,0.7198,0.8282,0.00380165,letter,32
G-,G-,N-,N-,17,45,117,0.7196,0.6765,0.135156,letter,32
X+,X+,E,E,15,49,388,0.7187,0.7186,0.00939924,letter,32
C,C,C,C,16,47,77,0.7170,0.5222,0.0399861,letter,32
I,I,L,L,20,47,184,0.7149,1.0153,0.381693,letter,32
O-,O-,C,C,19,45,30,0.7134,0.3534,0.371298,letter,32
S-,S-,T-,T-,17,49,381,0.7128,0.6173,0.0443842,letter,32
A+,A+,P,P,7,49,495,0.7119,0.5050,3.62458e-07,letter,32
P,P,X,X,14,49,288,0.7118,0.8375,0.00380165,letter,32
N+,N+,L+,L+,20,46,73,0.7109,0.3259,0.461391,letter,32
E+,E+,S-,S-,15,49,471,0.7109,0.4918,0.00939924,letter,32
W-,W-,Z,Z,16,37,19,0.7105,0.3613,0.511376,letter,32
F,F,B,B,10,49,739,0.7103,0.9389,3.84591e-05,letter,32
E+,E+,L-,L-,20,49,153,0.7101,0.2817,0.25287,letter,32
H,H,C,C,22,48,141,0.7085,0.8508,0.665466,letter,32
E-,E-,G-,G-,15,49,364,0.7084,0.6174,0.00939924,letter,32
Z,Z,B-,B-,12,50,514,0.7081,0.8299,0.000305864,letter,32
A,A,F-,F-,11,33,37,0.7077,0.0904,0.0801433,letter,32
S-,S-,S,S,12,49,720,0.7076,0.7414,0.000469757,letter,32
N,N,I+,I+,17,40,40,0.7072,0.6357,0.429591,letter,32
S-,S-,T,T,16,49,733,0.7063,0.6808,0.0212941,letter,32
E-,E-,F,F,14,49,540,0.7063,0.6826,0.00380165,letter,32
O+,O+,I-,I-,20,46,171,0.7062,0.9582,0.461391,letter,32
B,B,W-,W-,19,40,23,0.7061,0.8680,0.874629,letter,32
F+,F+,M,M,14,43,57,0.7058,1.1532,0.0315395,letter,32
G+,G+,X,X,19,40,17,0.7047,0.1926,0.874629,letter,32
O+,O+,N-,N-,11,47,366,0.7044,0.6174,0.000346001,letter,32
A,A,P,P,9,49,468,0.7044,0.4842,9.26355e-06,letter,32
B-,B-,I,I,15,49,179,0.7032,0.5986,0.00939924,letter,32
H,H,O-,O-,17,44,42,0.7031,0.6849,0.174171,letter,32
A-,A-,N-,N-,13,49,786,0.7025,0.4645,0.00140269,letter,32
E+,E+,Y,Y,17,49,673,0.7019,0.5648,0.0443842,letter,32
W,W,O,O,19,48,180,0.7011,0.6425,0.193413,letter,32
Q,Q,G,G,8,49,859,0.7001,0.5584,1.96465e-06,letter,32
N,N,N-,N-,20,49,596,0.7000,0.8400,0.25287,letter,32
K,K,S,S,16,49,710,0.7000,0.4082,0.0212941,letter,32
N-,N-,E+,E+,19,49,379,0.6984,0.5434,0.152408,letter,32
W,W,X-,X-,12,44,103,0.6983,0.8917,0.00365777,letter,32
B-,B-,N,N,18,49,229,0.6979,0.9103,0.0854331,letter,32
I-,I-,K,K,13,47,185,0.6959,1.0519,0.00308768,letter,32
O+,O+,T+,T+,16,49,933,0.6948,0.7898,0.0212941,letter,32
N,N,G-,G-,17,48,393,0.6948,0.6599,0.0594634,letter,32
K,K,I-,I-,17,47,134,0.6944,0.3808,0.0789407,letter,32
I,I,W,W,20,46,93,0.6927,0.6312,0.461391,letter,32
T,T,I,I,11,49,1023,0.6927,0.6285,0.000141971,letter,32
L,L,A,A,14,48,335,0.6920,0.7295,0.0055152,letter,32
I-,I-,X-,X-,16,49,243,0.6918,1.5412,0.0212941,letter,32
T+,T+,E-,E-,13,49,964,0.6915,0.2678,0.00140269,letter,32
T+,T+,G-,G-,17,48,373,0.6906,0.2487,0.0594634,letter,32
P,P,S,S,14,49,196,0.6903,0.5921,0.00380165,letter,32
P,P,X-,X-,18,48,116,0.6890,0.7563,0.111403,letter,32
G,G,S-,S-,13,49,335,0.6888,0.8806,0.00140269,letter,32
I,I,O+,O+,16,49,512,0.6887,0.6008,0.0212941,letter,32
S+,S+,S+,S+,5,49,1701,0.6875,0.4813,7.59716e-09,letter,32
G,G,H,H,16,49,260,0.6856,0.9559,0.0212941,letter,32
I+,I+,X+,X+,15,38,31,0.6854,0.2055,0.255875,letter,32
T-,T-,L,L,17,48,141,0.6854,0.8572,0.0594634,letter,32
I-,I-,S-,S-,19,48,192,0.6850,0.9564,0.193413,letter,32
X-,X-,E-,E-,17,49,416,0.6845,0.2915,0.0443842,letter,32
P,P,B,B,19,49,168,0.6845,0.6959,0.152408,letter,32
F,F,N-,N-,18,49,284,0.6820,0.7116,0.0854331,letter,32
T,T,T-,T-,14,49,888,0.6797,0.5678,0.00380165,letter,32
E,E,I,I,18,48,188,0.6793,0.3511,0.111403,letter,32
I-,I-,N-,N-,17,47,121,0.6786,0.9116,0.0789407,letter,32
T+,T+,P,P,20,49,223,0.6768,0.3252,0.25287,letter,32
C,C,A,A,12,49,902,0.6765,0.6351,0.000469757,letter,32
O-,O-,A-,A-,17,48,207,0.6765,0.5746,0.0594634,letter,32
W,W,T-,T-,17,46,64,0.6763,0.5621,0.103805,letter,32
S+,S+,L,L,21,48,322,0.6757,0.4140,0.470879,letter,32
Q,Q,L+,L+,19,48,140,0.6754,0.3230,0.193413,letter,32
A,A,G+,G+,18,46,89,0.6752,0.6133,0.183925,letter,32
B-,B-,G,G,16,49,118,0.6748,0.3929,0.0212941,letter,32
B-,B-,B,B,11,49,302,0.6742,0.7812,0.000141971,letter,32
I,I,F,F,10,49,423,0.6733,0.5665,3.84591e-05,letter,32
G-,G-,G-,G-,14,48,181,0.6728,0.3727,0.0055152,letter,32
B+,B+,X+,X+,17,40,47,0.6725,1.1841,0.429591,letter,32
B,B,I+,I+,15,35,42,0.6712,0.5326,0.49956,letter,32
B-,B-,O-,O-,17,47,62,0.6707,0.5731,0.0789407,letter,32
X-,X-,Y,Y,16,48,393,0.6706,0.2886,0.0293049,letter,32
I,I,H,H,11,49,446,0.6703,0.6501,0.000141971,letter,32
S-,S-,L,L,17,47,152,0.6703,0.7162,0.0789407,letter,32
I+,I+,A+,A+,16,38,43,0.6666,0.2372,0.417692,letter,32
E+,E+,F,F,13,49,417,0.6665,0.4279,0.00140269,letter,32
Q,Q,B-,B-,13,49,466,0.6664,0.6232,0.00140269,letter,32
O+,O+,O,O,12,49,924,0.6661,0.7394,0.000469757,letter,32
W-,W-,M,M,13,38,20,0.6660,0.2836,0.0729514,letter,32
K,K,B-,B-,18,49,176,0.6648,0.3667,0.0854331,letter,32
X,X,L+,L+,18,48,123,0.6630,0.3318,0.111403,letter,32
I-,I-,B,B,15,48,266,0.6623,1.1904,0.0132833,letter,32
E-,E-,L-,L-,13,49,332,0.6618,0.2998,0.00140269,letter,32
N+,N+,I-,I-,17,47,326,0.6611,0.5405,0.0789407,letter,32
H,H,N-,N-,17,48,146,0.6608,0.7337,0.0594634,letter,32
O+,O+,L,L,17,48,198,0.6601,0.9782,0.0594634,letter,32
I-,I-,Z,Z,11,49,624,0.6598,0.9149,0.000141971,letter,32
T-,T-,O+,O+,17,49,474,0.6597,0.5154,0.0443842,letter,32
E,E,S-,S-,13,48,137,0.6591,0.3266,0.00208811,letter,32
L-,L-,X-,X-,14,49,367,0.6587,1.8846,0.00380165,letter,32
T,T,C,C,15,48,475,0.6581,0.5681,0.0132833,letter,32
N-,N-,N-,N-,14,48,139,0.6577,0.5088,0.0055152,letter,32
S+,S+,F,F,13,49,768,0.6567,0.3537,0.00140269,letter,32
X-,X-,N-,N-,19,48,183,0.6554,0.2929,0.193413,letter,32
F-,F-,M,M,11,36,50,0.6554,0.5334,0.0288167,letter,32
L+,L+,S,S,12,47,132,0.6551,0.7368,0.00108854,letter,32
T+,T+,S-,S-,16,49,745,0.6549,0.2852,0.0212941,letter,32
S+,S+,I-,I-,15,49,352,0.6547,0.2811,0.00939924,letter,32
O-,O-,S-,S-,18,48,92,0.6541,0.3469,0.111403,letter,32
L-,L-,L+,L+,13,47,89,0.6535,0.6948,0.00308768,letter,32
B-,B-,E-,E-,8,49,300,0.6513,0.5501,1.96465e-06,letter,32
O,O,G,G,19,49,471,0.6505,0.5720,0.152408,letter,32
W,W,L,L,18,47,53,0.6501,0.6572,0.143865,letter,32
A+,A+,L+,L+,13,48,164,0.6484,0.3810,0.00208811,letter,32
E-,E-,L+,L+,20,48,104,0.6482,0.4830,0.312327,letter,32
W,W,I,I,19,46,85,0.6475,0.5522,0.301996,letter,32
E+,E+,O,O,11,48,976,0.6464,0.6153,0.000222245,letter,32
B-,B-,L,L,13,47,85,0.6463,0.8932,0.00308768,letter,32
L-,L-,B,B,9,49,440,0.6453,1.2682,9.26355e-06,letter,32
L+,L+,I,I,19,47,102,0.6447,0.5168,0.24296,letter,32
N,N,T-,T-,10,49,827,0.6443,0.5746,3.84591e-05,letter,32
E-,E-,E-,E-,1,49,753,0.6443,0.6083,1.77636e-13,letter,32
T,T,G+,G+,20,41,41,0.6439,0.8422,1,letter,32
I+,I+,A,A,13,38,38,0.6429,0.2008,0.0729514,letter,32
W,W,S,S,15,47,159,0.6429,0.4974,0.0186238,letter,32
N+,N+,B+,B+,14,38,30,0.6427,0.1065,0.143307,letter,32
S-,S-,H,H,17,49,248,0.6418,0.4928,0.0443842,letter,32
Q,Q,W,W,14,49,305,0.6408,0.5364,0.00380165,letter,32
G-,G-,I-,I-,18,47,71,0.6408,0.5176,0.143865,letter,32
G,G,O+,O+,13,49,238,0.6390,0.8216,0.00140269,letter,32
G,G,E-,E-,7,49,473,0.6376,0.8026,3.62458e-07,letter,32
O,O,O-,O-,13,47,236,0.6368,0.4671,0.00308768,letter,32
X-,X-,K,K,15,49,288,0.6356,0.3272,0.00939924,letter,32
W,W,A,A,17,48,318,0.6354,0.7511,0.0594634,letter,32
E+,E+,B,B,7,49,828,0.6347,0.6436,3.62458e-07,letter,32
T-,T-,E,E,19,49,151,0.6339,0.6054,0.152408,letter,32
S-,S-,C,C,18,45,159,0.6335,0.3957,0.232693,letter,32
H,H,B,B,11,49,417,0.6327,0.7956,0.000141971,letter,32
O-,O-,O-,O-,13,46,38,0.6324,0.4568,0.00453386,letter,32
T+,T+,G+,G+,16,40,35,0.6320,0.4263,0.268187,letter,32
E+,E+,G-,G-,15,49,242,0.6317,0.4874,0.00939924,letter,32
L,L,L,L,6,48,79,0.6312,0.7704,1.00875e-07,letter,32
S-,S-,F,F,14,48,371,0.6300,0.5442,0.0055152,letter,32
F,F,O,O,11,49,778,0.6298,0.6663,0.000141971,letter,32
O+,O+,O+,O+,7,49,505,0.6280,0.6103,3.62458e-07,letter,32
L-,L-,Y,Y,16,48,248,0.6277,1.1868,0.0293049,letter,32
W,W,P,P,16,38,28,0.6272,0.6101,0.417692,letter,32
N+,N+,N+,N+,4,50,1607,0.6271,0.4899,4.46178e-10,letter,32
F+,F+,O,O,9,38,20,0.6264,0.2967,0.00165805,letter,32
G-,G-,I,I,13,49,276,0.6253,0.4765,0.00140269,letter,32
C,C,N-,N-,17,47,200,0.6248,0.6409,0.0789407,letter,32
L-,L-,G,G,13,49,201,0.6234,0.8978,0.00140269,letter,32
L+,L+,B,B,19,46,92,0.6231,0.8953,0.301996,letter,32
L,L,I,I,19,47,102,0.6216,0.6087,0.24296,letter,32
F+,F+,X-,X-,12,38,29,0.6203,1.2964,0.0335524,letter,32
G-,G-,B,B,13,48,390,0.6201,0.7294,0.00208811,letter,32
W,W,T,T,11,48,168,0.6198,0.5939,0.000222245,letter,32
B-,B-,X,X,11,49,348,0.6197,0.7907,0.000141971,letter,32
E+,E+,B-,B-,18,49,200,0.6193,0.5812,0.0854331,letter,32
H,H,L-,L-,15,47,108,0.6159,0.3307,0.0186238,letter,32
O,O,L+,L+,16,44,62,0.6150,0.2949,0.0961418,letter,32
B+,B+,O,O,16,37,17,0.6148,0.5698,0.511376,letter,32
N-,N-,W,W,18,47,82,0.6148,0.4376,0.143865,letter,32
Z,Z,W-,W-,16,43,36,0.6138,0.5791,0.126289,letter,32
Y,Y,W,W,16,48,107,0.6113,0.3120,0.0293049,letter,32
O-,O-,G-,G-,19,47,61,0.6090,0.3310,0.24296,letter,32
A+,A+,F+,F+,13,28,30,0.6068,0.0000,0.850554,letter,32
K,K,B,B,8,49,614,0.6041,0.5369,1.96465e-06,letter,32
H,H,P,P,19,47,114,0.6030,0.6454,0.24296,letter,32
G,G,L,L,17,47,114,0.5992,0.6253,0.0789407,letter,32
N-,N-,T,T,17,48,521,0.5991,0.4167,0.0594634,letter,32
X-,X-,T+,T+,7,49,575,0.5971,0.2494,3.62458e-07,letter,32
B+,B+,N,N,10,28,15,0.5964,0.3398,0.184933,letter,32
L-,L-,S,S,3,49,473,0.5956,1.0078,6.98108e-11,letter,32
B,B,A-,A-,3,49,1445,0.5955,0.6525,6.98108e-11,letter,32
L,L,N,N,17,48,167,0.5937,0.6036,0.0594634,letter,32
I,I,P,P,12,49,177,0.5935,0.4828,0.000469757,letter,32
H,H,I+,I+,13,27,11,0.5920,1.1977,1,letter,32
F,F,G,G,15,49,253,0.5910,0.5421,0.00939924,letter,32
T-,T-,X-,X-,14,49,585,0.5905,0.9160,0.00380165,letter,32
F,F,P,P,17,48,136,0.5904,0.5163,0.0594634,letter,32
L,L,C,C,19,46,44,0.5903,0.5273,0.301996,letter,32
F+,F+,A-,A-,15,40,36,0.5899,0.8479,0.15386,letter,32
K,K,K,K,9,49,397,0.5895,0.4229,9.26355e-06,letter,32
I-,I-,O,O,19,48,375,0.5886,0.7093,0.193413,letter,32
W,W,A-,A-,15,47,206,0.5883,0.5808,0.0186238,letter,32
S-,S-,W,W,16,45,85,0.5882,0.4644,0.0724543,letter,32
L,L,L-,L-,19,47,51,0.5873,0.1918,0.24296,letter,32
K,K,E-,E-,10,49,491,0.5870,0.3390,3.84591e-05,letter,32
H,H,L,L,17,48,112,0.5867,0.8307,0.0594634,letter,32
W,W,X,X,11,47,223,0.5865,0.6130,0.000346001,letter,32
X-,X-,S,S,9,49,632,0.5852,0.2020,9.26355e-06,letter,32
A-,A-,I+,I+,17,41,54,0.5827,0.3464,0.348889,letter,32
B+,B+,X-,X-,9,39,28,0.5811,1.0470,0.00106502,letter,32
E+,E+,E,E,14,49,247,0.5808,0.6133,0.00380165,letter,32
L+,L+,B-,B-,18,42,43,0.5804,0.7393,0.440799,letter,32
E,E,L,L,17,42,48,0.5785,0.3058,0.279956,letter,32
L-,L-,L-,L-,12,49,190,0.5770,0.4273,0.000469757,letter,32
Z,Z,F+,F+,12,28,33,0.5754,0.0050,0.571588,letter,32
T-,T-,T-,T-,13,49,467,0.5747,0.5172,0.00140269,letter,32
M,M,Q-,Q-,9,25,13,0.5744,0.2152,0.229523,letter,32
X+,X+,I-,I-,14,49,454,0.5738,0.5296,0.00380165,letter,32
W-,W-,B,B,15,38,14,0.5734,0.6097,0.255875,letter,32
P,P,S-,S-,16,48,95,0.5728,0.4581,0.0293049,letter,32
G-,G-,O+,O+,16,47,206,0.5698,0.5586,0.0399861,letter,32
X,X,W-,W-,17,41,14,0.5691,0.1580,0.348889,letter,32
T-,T-,I-,I-,14,49,197,0.5686,0.5410,0.00380165,letter,32
T+,T+,B-,B-,14,49,234,0.5683,0.3739,0.00380165,letter,32
X-,X-,F,F,18,49,231,0.5665,0.2221,0.0854331,letter,32
B+,B+,B,B,11,40,34,0.5662,0.8471,0.00642658,letter,32
L+,L+,E+,E+,14,46,72,0.5658,0.6185,0.0113516,letter,32
E-,E-,W,W,15,45,146,0.5652,0.7160,0.0356978,letter,32
T+,T+,L,L,16,48,307,0.5649,0.3358,0.0293049,letter,32
E,E,B,B,18,48,225,0.5645,0.4438,0.111403,letter,32
P,P,E-,E-,16,49,142,0.5642,0.4833,0.0212941,letter,32
S+,S+,O+,O+,11,49,925,0.5607,0.3173,0.000141971,letter,32
O+,O+,E,E,18,47,133,0.5605,0.6877,0.143865,letter,32
F+,F+,E+,E+,16,40,27,0.5598,0.9144,0.268187,letter,32
E,E,K,K,19,48,155,0.5597,0.2734,0.193413,letter,32
S,S,O-,O-,12,48,208,0.5596,0.8073,0.00071727,letter,32
B+,B+,A-,A-,9,42,34,0.5571,0.8031,0.000271539,letter,32
X-,X-,S-,S-,17,48,279,0.5559,0.1995,0.0594634,letter,32
H,H,Y,Y,15,48,239,0.5559,0.6707,0.0132833,letter,32
O-,O-,Y,Y,17,48,109,0.5553,0.3384,0.0594634,letter,32
N,N,C,C,14,49,440,0.5529,0.5755,0.00380165,letter,32
B-,B-,G-,G-,16,49,96,0.5523,0.4360,0.0212941,letter,32
G,G,G+,G+,16,43,25,0.5515,0.4666,0.126289,letter,32
F+,F+,N+,N+,12,40,38,0.5511,0.8834,0.016589,letter,32
F,F,L+,L+,17,43,59,0.5509,0.2806,0.222053,letter,32
A,A,F+,F+,10,28,33,0.5504,0.0079,0.184933,letter,32
X+,X+,W,W,13,48,234,0.5500,0.3430,0.00208811,letter,32
A+,A+,F-,F-,14,34,29,0.5497,0.2498,0.391528,letter,32
N,N,B+,B+,11,27,18,0.5497,0.0000,0.442068,letter,32
G+,G+,G,G,18,41,11,0.5436,0.0851,0.532709,letter,32
O+,O+,O-,O-,10,47,147,0.5433,0.5146,9.84888e-05,letter,32
T+,T+,K,K,14,49,743,0.5429,0.3530,0.00380165,letter,32
N-,N-,G,G,16,47,170,0.5415,0.3371,0.0399861,letter,32
G,G,L-,L-,11,49,175,0.5413,0.3774,0.000141971,letter,32
W,W,S-,S-,18,45,59,0.5410,0.5068,0.232693,letter,32
E,E,T,T,14,48,309,0.5408,0.1951,0.0055152,letter,32
B-,B-,S,S,7,49,297,0.5395,0.4984,3.62458e-07,letter,32
C,C,H,H,15,48,152,0.5378,0.4814,0.0132833,letter,32
C,C,O+,O+,10,48,206,0.5366,0.3405,6.16964e-05,letter,32
L-,L-,W,W,17,46,65,0.5359,0.8173,0.103805,letter,32
B-,B-,H,H,9,46,114,0.5344,0.4459,4.05604e-05,letter,32
S+,S+,G+,G+,18,45,56,0.5337,0.2801,0.232693,letter,32
G,G,L+,L+,16,47,52,0.5322,0.5351,0.0399861,letter,32
E,E,X+,X+,6,48,419,0.5299,0.3327,1.00875e-07,letter,32
P,P,E+,E+,12,48,129,0.5298,0.5409,0.00071727,letter,32
Y,Y,S-,S-,8,48,481,0.5296,0.4653,3.30527e-06,letter,32
T-,T-,B-,B-,8,49,159,0.5295,0.4937,1.96465e-06,letter,32
T,T,L-,L-,13,48,274,0.5290,0.2670,0.00208811,letter,32
A-,A-,L+,L+,16,47,105,0.5267,0.2318,0.0399861,letter,32
E,E,F,F,17,47,108,0.5258,0.2896,0.0789407,letter,32
I-,I-,Y,Y,14,47,228,0.5219,0.5263,0.00794273,letter,32
S-,S-,X-,X-,12,48,489,0.5187,0.6282,0.00071727,letter,32
E+,E+,N-,N-,10,49,383,0.5175,0.4860,3.84591e-05,letter,32
W,W,T+,T+,12,49,151,0.5172,0.6035,0.000469757,letter,32
C,C,F,F,11,49,220,0.5171,0.3962,0.000141971,letter,32
T+,T+,N-,N-,7,49,549,0.5164,0.2916,3.62458e-07,letter,32
L,L,X+,X+,12,47,189,0.5160,0.6273,0.00108854,letter,32
K,K,S-,S-,11,49,357,0.5157,0.2777,0.000141971,letter,32
L-,L-,O+,O+,15,47,217,0.5147,0.9588,0.0186238,letter,32
G,G,O-,O-,14,46,73,0.5141,0.9007,0.0113516,letter,32
B-,B-,F,F,15,48,168,0.5137,0.5021,0.0132833,letter,32
F,F,L,L,11,49,188,0.5131,0.5694,0.000141971,letter,32
A+,A+,B+,B+,16,42,59,0.5117,0.1928,0.164149,letter,32
I-,I-,F,F,15,46,168,0.5113,0.8348,0.0258961,letter,32
O-,O-,E+,E+,17,48,126,0.5059,0.3440,0.0594634,letter,32
G+,G+,M,M,12,42,29,0.5051,0.1595,0.0079159,letter,32
X-,X-,E+,E+,7,49,427,0.5030,0.2136,3.62458e-07,letter,32
A-,A-,I-,I-,12,49,456,0.5028,0.4246,0.000469757,letter,32
O-,O-,X-,X-,13,48,111,0.5021,0.5668,0.00208811,letter,32
O-,O-,L-,L-,20,45,36,0.5004,0.1635,0.551484,letter,32
L,L,W,W,16,47,48,0.4997,0.5446,0.0399861,letter,32
W,W,G,G,21,47,57,0.4982,0.5797,0.560065,letter,32
B-,B-,O,O,12,49,258,0.4963,0.5472,0.000469757,letter,32
W-,W-,A,A,13,38,17,0.4955,0.2917,0.0729514,letter,32
F,F,O-,O-,9,47,117,0.4931,0.3720,2.4904e-05,letter,32
O,O,G+,G+,16,34,14,0.4920,0.3737,0.864166,letter,32
E+,E+,L+,L+,16,47,82,0.4907,0.2848,0.0399861,letter,32
G-,G-,K,K,15,49,212,0.4897,0.6270,0.00939924,letter,32
O+,O+,B-,B-,11,49,212,0.4891,0.4471,0.000141971,letter,32
E,E,X,X,4,48,449,0.4873,0.3932,1.51383e-09,letter,32
W,W,N,N,12,48,183,0.4865,0.3558,0.00071727,letter,32
I-,I-,T-,T-,14,49,233,0.4814,0.5548,0.00380165,letter,32
E,E,T-,T-,14,48,133,0.4764,0.2852,0.0055152,letter,32
E+,E+,L,L,14,47,192,0.4739,0.5057,0.00794273,letter,32
N-,N-,O-,O-,13,47,93,0.4734,0.3229,0.00308768,letter,32
X+,X+,G+,G+,16,44,57,0.4718,0.3463,0.0961418,letter,32
